Season,MatchDay,Team,HomeAway,Opponent,Scored,Conceded,XGoals,Passes,Accuracy,Shots,OnTarget,OffTarget,Possession,TacklesWon,Corners,Offsides,Fouls,Win
2022-2023,Relegation,Hamburg,Away,VfB Stuttgart,0,3,0.72,415,0.84,7,2,5,0.5,63,3,1,9,0
2022-2023,Relegation,Hamburg,Home,VfB Stuttgart,1,3,1.15,527,0.84,12,5,7,0.63,108,5,5,15,0
2022-2023,Relegation,VfB Stuttgart,Away,Hamburg,3,1,2.19,298,0.72,9,4,5,0.37,88,3,4,18,1
2023-2024,1,Werder Bremen,Home,Bayern Munich,0,4,0.58,228,0.76,6,1,5,0.31,81,0,3,16,0
2023-2024,1,Bayern Munich,Away,Werder Bremen,4,0,2.65,656,0.92,25,10,15,0.69,73,6,0,11,1
2023-2024,1,VfB Stuttgart,Home,Bochum,5,0,2.91,542,0.89,19,9,10,0.55,99,7,2,5,1
2023-2024,1,Bochum,Away,VfB Stuttgart,0,5,0.61,368,0.77,4,1,3,0.45,82,0,2,12,0
2023-2024,1,Augsburg,Home,Borussia Mönchengladbach,4,4,2.33,458,0.88,20,8,12,0.55,89,8,4,9,0
2023-2024,1,Borussia Mönchengladbach,Away,Augsburg,4,4,1.82,354,0.77,10,7,3,0.45,91,7,1,14,0
2023-2024,1,Hoffenheim,Home,Freiburg,1,2,1.56,438,0.82,24,5,19,0.5,75,4,3,9,0
2023-2024,1,Freiburg,Away,Hoffenheim,2,1,2.52,429,0.82,17,8,9,0.5,108,2,0,9,1
2023-2024,1,Wolfsburg,Home,Heidenheim,2,0,2.97,456,0.83,18,8,10,0.51,93,1,2,10,1
2023-2024,1,Heidenheim,Away,Wolfsburg,0,2,1.12,478,0.8,13,1,12,0.49,97,7,0,9,0
2023-2024,1,Bayer Leverkusen,Home,RB Leipzig,3,2,1.57,437,0.83,11,7,4,0.45,88,4,2,13,1
2023-2024,1,RB Leipzig,Away,Bayer Leverkusen,2,3,1.61,544,0.86,13,6,7,0.55,77,5,0,10,0
2023-2024,1,Borussia Dortmund,Home,Cologne,1,0,1.19,720,0.89,12,2,10,0.65,85,6,1,13,1
2023-2024,1,Cologne,Away,Borussia Dortmund,0,1,1.08,349,0.78,11,4,7,0.35,95,3,2,11,0
2023-2024,1,Union Berlin,Home,Mainz,4,1,1.74,350,0.79,12,7,5,0.49,96,3,1,15,1
2023-2024,1,Mainz,Away,Union Berlin,1,4,2.14,429,0.8,9,3,6,0.51,103,1,0,16,0
2023-2024,1,Eintracht Frankfurt,Home,Darmstadt,1,0,1.58,568,0.87,10,4,6,0.59,81,7,0,9,1
2023-2024,1,Darmstadt,Away,Eintracht Frankfurt,0,1,0.82,357,0.79,11,2,9,0.41,85,3,2,14,0
2023-2024,2,RB Leipzig,Home,VfB Stuttgart,5,1,2.43,508,0.88,20,11,9,0.54,95,4,4,12,1
2023-2024,2,VfB Stuttgart,Away,RB Leipzig,1,5,0.8,431,0.84,8,3,5,0.46,76,4,1,10,0
2023-2024,2,Darmstadt,Home,Union Berlin,1,4,2.29,626,0.89,18,6,12,0.68,64,3,0,15,0
2023-2024,2,Union Berlin,Away,Darmstadt,4,1,1.69,199,0.69,12,6,6,0.32,72,5,0,12,1
2023-2024,2,Heidenheim,Home,Hoffenheim,2,3,2.47,276,0.72,21,9,12,0.39,89,10,0,13,0
2023-2024,2,Hoffenheim,Away,Heidenheim,3,2,3.26,493,0.84,16,6,10,0.61,103,6,1,9,1
2023-2024,2,Bochum,Home,Borussia Dortmund,1,1,1.19,253,0.71,19,7,12,0.41,94,5,6,21,0
2023-2024,2,Borussia Dortmund,Away,Bochum,1,1,1.63,503,0.8,14,3,11,0.59,114,4,0,7,0
2023-2024,2,Cologne,Home,Wolfsburg,1,2,1.0,438,0.78,14,2,12,0.52,99,6,6,6,0
2023-2024,2,Wolfsburg,Away,Cologne,2,1,1.8,436,0.79,9,6,3,0.48,110,1,0,10,1
2023-2024,2,Freiburg,Home,Werder Bremen,1,0,2.76,419,0.79,23,7,16,0.53,92,5,3,9,1
2023-2024,2,Werder Bremen,Away,Freiburg,0,1,0.91,417,0.78,16,2,14,0.47,107,5,2,8,0
2023-2024,2,Borussia Mönchengladbach,Home,Bayer Leverkusen,0,3,0.73,454,0.85,13,2,11,0.43,75,5,1,7,0
2023-2024,2,Bayer Leverkusen,Away,Borussia Mönchengladbach,3,0,2.98,707,0.89,24,10,14,0.57,70,8,2,8,1
2023-2024,2,Mainz,Home,Eintracht Frankfurt,1,1,1.34,305,0.71,13,7,6,0.43,107,5,2,23,0
2023-2024,2,Eintracht Frankfurt,Away,Mainz,1,1,1.62,475,0.78,8,1,7,0.57,100,4,0,12,0
2023-2024,2,Bayern Munich,Home,Augsburg,3,1,2.9,610,0.89,19,6,13,0.57,101,10,1,13,1
2023-2024,2,Augsburg,Away,Bayern Munich,1,3,0.92,391,0.84,11,2,9,0.43,70,4,2,8,0
2023-2024,3,Borussia Dortmund,Home,Heidenheim,2,2,3.04,516,0.86,20,9,11,0.34,101,3,2,9,0
2023-2024,3,Heidenheim,Away,Borussia Dortmund,2,2,2.31,285,0.74,15,7,8,0.61,80,6,3,22,0
2023-2024,3,VfB Stuttgart,Home,Freiburg,5,0,2.58,502,0.88,14,6,8,0.5,66,2,1,9,1
2023-2024,3,Freiburg,Away,VfB Stuttgart,0,5,1.17,540,0.85,12,7,5,0.5,73,4,1,10,0
2023-2024,3,Augsburg,Home,Bochum,2,2,2.48,251,0.62,11,4,7,0.42,86,3,1,15,0
2023-2024,3,Bochum,Away,Augsburg,2,2,1.73,432,0.77,22,9,13,0.58,114,5,3,13,0
2023-2024,3,Werder Bremen,Home,Mainz,4,0,3.27,342,0.77,12,6,6,0.48,135,1,1,18,1
2023-2024,3,Mainz,Away,Werder Bremen,0,4,0.68,414,0.76,11,2,9,0.52,122,7,4,14,0
2023-2024,3,Hoffenheim,Home,Wolfsburg,3,1,2.02,345,0.77,11,5,6,0.43,69,3,4,12,1
2023-2024,3,Wolfsburg,Away,Hoffenheim,1,3,1.73,509,0.88,14,7,7,0.57,70,3,0,15,0
2023-2024,3,Bayer Leverkusen,Home,Darmstadt,5,1,3.84,760,0.91,24,13,11,0.67,106,4,1,8,1
2023-2024,3,Darmstadt,Away,Bayer Leverkusen,1,5,0.69,274,0.74,5,1,4,0.33,83,2,1,11,0
2023-2024,3,Borussia Mönchengladbach,Home,Bayern Munich,1,2,0.38,331,0.78,8,3,5,0.38,104,1,0,5,0
2023-2024,3,Bayern Munich,Away,Borussia Mönchengladbach,2,1,2.15,615,0.89,25,9,16,0.62,105,15,1,20,1
2023-2024,3,Eintracht Frankfurt,Home,Cologne,1,1,1.07,708,0.88,13,3,10,0.6,92,8,2,10,0
2023-2024,3,Cologne,Away,Eintracht Frankfurt,1,1,0.92,363,0.77,6,2,4,0.4,98,1,0,10,0
2023-2024,3,Union Berlin,Home,RB Leipzig,0,3,0.29,310,0.75,4,1,3,0.36,70,3,1,16,0
2023-2024,3,RB Leipzig,Away,Union Berlin,3,0,1.16,622,0.88,14,7,7,0.64,108,7,2,9,1
2023-2024,4,Bayern Munich,Home,Bayer Leverkusen,2,2,2.49,596,0.88,15,9,6,0.53,115,7,2,6,0
2023-2024,4,Bayer Leverkusen,Away,Bayern Munich,2,2,2.15,565,0.87,13,5,8,0.47,90,4,3,6,0
2023-2024,4,Cologne,Home,Hoffenheim,1,3,0.97,414,0.78,17,7,10,0.54,113,13,3,15,0
2023-2024,4,Hoffenheim,Away,Cologne,3,1,1.24,345,0.73,17,5,12,0.46,93,4,1,14,1
2023-2024,4,Mainz,Home,VfB Stuttgart,1,3,1.19,358,0.76,15,3,12,0.43,79,6,1,12,0
2023-2024,4,VfB Stuttgart,Away,Mainz,3,1,1.76,554,0.86,15,6,9,0.57,98,4,1,9,1
2023-2024,4,Wolfsburg,Home,Union Berlin,2,1,0.52,395,0.79,8,3,5,0.44,95,3,3,6,1
2023-2024,4,Union Berlin,Away,Wolfsburg,1,2,1.95,538,0.84,17,5,12,0.56,94,7,1,8,0
2023-2024,4,Freiburg,Home,Borussia Dortmund,2,4,0.9,431,0.8,14,4,10,0.47,77,6,3,12,0
2023-2024,4,Borussia Dortmund,Away,Freiburg,4,2,1.9,444,0.84,15,7,8,0.53,80,8,2,16,1
2023-2024,4,RB Leipzig,Home,Augsburg,3,0,1.25,483,0.86,9,6,3,0.55,95,1,2,16,1
2023-2024,4,Augsburg,Away,RB Leipzig,0,3,1.67,376,0.83,17,4,13,0.45,84,6,1,12,0
2023-2024,4,Bochum,Home,Eintracht Frankfurt,1,1,1.95,406,0.74,24,10,14,0.5,112,8,0,14,0
2023-2024,4,Eintracht Frankfurt,Away,Bochum,1,1,0.8,429,0.74,8,6,2,0.5,108,2,1,14,0
2023-2024,4,Heidenheim,Home,Werder Bremen,4,2,2.31,285,0.76,19,5,14,0.46,82,10,1,21,1
2023-2024,4,Werder Bremen,Away,Heidenheim,2,4,3.09,474,0.83,11,4,7,0.54,92,1,2,9,0
2023-2024,4,Darmstadt,Home,Borussia Mönchengladbach,3,3,1.48,314,0.76,15,8,7,0.41,70,6,4,12,0
2023-2024,4,Borussia Mönchengladbach,Away,Darmstadt,3,3,3.66,545,0.89,21,10,11,0.59,69,6,1,8,0
2023-2024,5,VfB Stuttgart,Home,Darmstadt,3,1,2.57,643,0.88,18,11,7,0.54,123,5,1,7,1
2023-2024,5,Darmstadt,Away,VfB Stuttgart,1,3,0.17,467,0.81,3,0,3,0.46,84,4,2,12,0
2023-2024,5,Augsburg,Home,Mainz,2,1,1.21,330,0.76,6,3,3,0.46,127,3,1,16,1
2023-2024,5,Mainz,Away,Augsburg,1,2,0.67,461,0.84,13,3,10,0.54,122,4,2,14,0
2023-2024,5,Borussia Mönchengladbach,Home,RB Leipzig,0,1,0.84,420,0.82,13,1,12,0.47,86,11,2,14,0
2023-2024,5,RB Leipzig,Away,Borussia Mönchengladbach,1,0,0.87,541,0.84,8,4,4,0.53,119,6,2,7,1
2023-2024,5,Union Berlin,Home,Hoffenheim,0,2,1.84,460,0.8,22,6,16,0.55,109,11,0,11,0
2023-2024,5,Hoffenheim,Away,Union Berlin,2,0,1.87,355,0.78,11,4,7,0.45,100,6,1,13,1
2023-2024,5,Borussia Dortmund,Home,Wolfsburg,1,0,1.74,609,0.88,18,4,14,0.61,122,5,2,9,1
2023-2024,5,Wolfsburg,Away,Borussia Dortmund,0,1,0.47,320,0.78,8,2,6,0.39,100,3,2,14,0
2023-2024,5,Bayern Munich,Home,Bochum,7,0,5.32,571,0.88,26,15,11,0.6,91,8,2,8,1
2023-2024,5,Bochum,Away,Bayern Munich,0,7,0.14,348,0.77,4,1,3,0.4,77,1,2,10,0
2023-2024,5,Werder Bremen,Home,Cologne,2,1,1.95,403,0.78,17,6,11,0.46,90,9,1,18,1
2023-2024,5,Cologne,Away,Werder Bremen,1,2,1.76,435,0.78,13,5,8,0.54,86,8,2,15,0
2023-2024,5,Bayer Leverkusen,Home,Heidenheim,4,1,3.67,803,0.91,20,10,10,0.67,97,7,2,9,1
2023-2024,5,Heidenheim,Away,Bayer Leverkusen,1,4,0.1,325,0.77,1,1,0,0.33,58,2,0,10,0
2023-2024,5,Eintracht Frankfurt,Home,Freiburg,0,0,0.77,529,0.84,13,5,8,0.54,86,7,0,12,0
2023-2024,5,Freiburg,Away,Eintracht Frankfurt,0,0,0.56,393,0.74,9,2,7,0.46,97,3,4,5,0
2023-2024,6,Hoffenheim,Home,Borussia Dortmund,1,3,2.05,416,0.85,15,5,10,0.51,80,4,0,14,0
2023-2024,6,Borussia Dortmund,Away,Hoffenheim,3,1,1.91,388,0.79,6,5,1,0.49,87,3,2,16,1
2023-2024,6,Wolfsburg,Home,Eintracht Frankfurt,2,0,3.75,450,0.86,19,8,11,0.55,119,7,4,11,1
2023-2024,6,Eintracht Frankfurt,Away,Wolfsburg,0,2,0.78,365,0.79,7,3,4,0.45,108,4,3,18,0
2023-2024,6,Mainz,Home,Bayer Leverkusen,0,3,0.52,478,0.83,9,3,6,0.44,104,3,3,13,0
2023-2024,6,Bayer Leverkusen,Away,Mainz,3,0,0.84,605,0.87,7,3,4,0.56,97,1,1,11,1
2023-2024,6,Cologne,Home,VfB Stuttgart,0,2,1.3,365,0.81,14,5,9,0.4,80,8,2,16,0
2023-2024,6,VfB Stuttgart,Away,Cologne,2,0,2.65,583,0.88,18,4,14,0.6,95,4,1,8,1
2023-2024,6,Bochum,Home,Borussia Mönchengladbach,1,3,2.02,415,0.73,23,5,18,0.55,143,5,2,12,0
2023-2024,6,Borussia Mönchengladbach,Away,Bochum,3,1,2.67,286,0.66,25,9,16,0.45,138,10,3,12,1
2023-2024,6,Heidenheim,Home,Union Berlin,1,0,0.51,405,0.79,9,5,4,0.49,93,5,1,11,1
2023-2024,6,Union Berlin,Away,Heidenheim,0,1,2.31,416,0.8,19,8,11,0.51,113,7,1,14,0
2023-2024,6,RB Leipzig,Home,Bayern Munich,2,2,0.92,345,0.8,7,2,5,0.37,92,5,1,10,0
2023-2024,6,Bayern Munich,Away,RB Leipzig,2,2,2.19,685,0.88,11,5,6,0.63,98,1,1,11,0
2023-2024,6,Darmstadt,Home,Werder Bremen,4,2,2.42,357,0.72,14,5,9,0.44,106,2,2,19,1
2023-2024,6,Werder Bremen,Away,Darmstadt,2,4,1.68,472,0.79,9,5,4,0.56,98,4,5,20,0
2023-2024,6,Freiburg,Home,Augsburg,2,0,1.07,462,0.77,7,3,4,0.54,84,2,0,13,1
2023-2024,6,Augsburg,Away,Freiburg,0,2,0.87,401,0.77,13,4,9,0.46,87,3,2,17,0
2023-2024,7,Borussia Mönchengladbach,Home,Mainz,2,2,2.29,566,0.83,20,9,11,0.58,113,10,1,9,0
2023-2024,7,Mainz,Away,Borussia Mönchengladbach,2,2,1.05,384,0.77,13,7,6,0.42,121,3,1,9,0
2023-2024,7,VfB Stuttgart,Home,Wolfsburg,3,1,2.56,568,0.86,13,7,6,0.56,105,5,5,13,1
2023-2024,7,Wolfsburg,Away,VfB Stuttgart,1,3,0.99,380,0.78,12,5,7,0.44,91,6,0,14,0
2023-2024,7,Augsburg,Home,Darmstadt,1,2,1.24,371,0.76,17,3,14,0.49,84,4,6,13,0
2023-2024,7,Darmstadt,Away,Augsburg,2,1,2.12,419,0.81,17,5,12,0.51,92,4,1,12,1
2023-2024,7,RB Leipzig,Home,Bochum,0,0,2.54,663,0.9,18,5,13,0.7,103,9,1,10,0
2023-2024,7,Bochum,Away,RB Leipzig,0,0,0.79,195,0.65,9,2,7,0.3,97,1,3,13,0
2023-2024,7,Borussia Dortmund,Home,Union Berlin,4,2,1.27,602,0.89,12,7,5,0.66,107,4,1,7,1
2023-2024,7,Union Berlin,Away,Borussia Dortmund,2,4,1.43,268,0.74,12,5,7,0.34,90,6,5,15,0
2023-2024,7,Werder Bremen,Home,Hoffenheim,2,3,0.95,459,0.8,13,3,10,0.49,68,4,2,15,0
2023-2024,7,Hoffenheim,Away,Werder Bremen,3,2,1.76,498,0.8,11,4,7,0.51,85,4,4,6,1
2023-2024,7,Bayer Leverkusen,Home,Cologne,3,0,4.07,747,0.92,21,10,11,0.61,67,11,2,9,1
2023-2024,7,Cologne,Away,Bayer Leverkusen,0,3,1.73,408,0.84,7,3,4,0.39,66,4,0,7,0
2023-2024,7,Bayern Munich,Home,Freiburg,3,0,2.5,776,0.91,21,5,16,0.68,95,7,3,7,1
2023-2024,7,Freiburg,Away,Bayern Munich,0,3,0.08,314,0.74,2,0,2,0.32,80,1,3,8,0
2023-2024,7,Eintracht Frankfurt,Home,Heidenheim,2,0,2.12,494,0.8,12,6,6,0.48,106,3,3,14,1
2023-2024,7,Heidenheim,Away,Eintracht Frankfurt,0,2,0.86,485,0.79,7,2,5,0.52,104,6,3,10,0
2023-2024,8,Borussia Dortmund,Home,Werder Bremen,1,0,2.73,577,0.88,22,5,17,0.58,79,10,0,5,1
2023-2024,8,Werder Bremen,Away,Borussia Dortmund,0,1,0.47,413,0.8,6,1,5,0.42,74,4,0,10,0
2023-2024,8,Darmstadt,Home,RB Leipzig,1,3,1.85,420,0.81,16,3,13,0.56,85,6,2,16,0
2023-2024,8,RB Leipzig,Away,Darmstadt,3,1,1.96,309,0.71,10,7,3,0.44,91,0,4,12,1
2023-2024,8,Hoffenheim,Home,Eintracht Frankfurt,1,3,1.49,567,0.85,14,5,9,0.53,74,6,5,7,0
2023-2024,8,Eintracht Frankfurt,Away,Hoffenheim,3,1,2.49,469,0.81,13,5,8,0.47,88,3,1,7,1
2023-2024,8,Wolfsburg,Home,Bayer Leverkusen,1,2,1.49,437,0.81,18,7,11,0.45,67,4,1,15,0
2023-2024,8,Bayer Leverkusen,Away,Wolfsburg,2,1,1.72,624,0.87,13,6,7,0.55,83,3,2,14,1
2023-2024,8,Freiburg,Home,Bochum,2,1,2.37,509,0.83,15,5,10,0.54,101,5,4,11,1
2023-2024,8,Bochum,Away,Freiburg,1,2,1.21,377,0.76,13,5,8,0.46,89,2,1,16,0
2023-2024,8,Union Berlin,Home,VfB Stuttgart,0,3,1.09,415,0.79,10,1,9,0.42,115,4,4,12,0
2023-2024,8,VfB Stuttgart,Away,Union Berlin,3,0,1.37,579,0.87,10,5,5,0.58,118,2,0,12,1
2023-2024,8,Mainz,Home,Bayern Munich,1,3,1.09,353,0.81,14,3,11,0.41,89,2,1,12,0
2023-2024,8,Bayern Munich,Away,Mainz,3,1,1.57,598,0.88,12,5,7,0.59,79,7,1,10,1
2023-2024,8,Cologne,Home,Borussia Mönchengladbach,3,1,2.7,523,0.85,21,8,13,0.61,97,8,1,13,1
2023-2024,8,Borussia Mönchengladbach,Away,Cologne,1,3,0.35,357,0.76,5,2,3,0.39,108,3,0,10,0
2023-2024,8,Heidenheim,Home,Augsburg,2,5,2.24,556,0.86,16,5,11,0.55,82,6,1,11,0
2023-2024,8,Augsburg,Away,Heidenheim,5,2,3.24,365,0.81,9,6,3,0.45,82,5,1,11,1
2023-2024,9,Bochum,Home,Mainz,2,2,1.66,354,0.65,10,4,6,0.52,107,5,2,14,0
2023-2024,9,Mainz,Away,Bochum,2,2,0.38,342,0.72,10,4,6,0.48,117,4,2,21,0
2023-2024,9,VfB Stuttgart,Home,Hoffenheim,2,3,3.78,718,0.88,23,10,13,0.68,111,6,2,13,0
2023-2024,9,Hoffenheim,Away,VfB Stuttgart,3,2,1.75,261,0.66,7,5,2,0.32,99,0,1,11,1
2023-2024,9,Augsburg,Home,Wolfsburg,3,2,1.28,339,0.76,9,5,4,0.45,92,5,6,18,1
2023-2024,9,Wolfsburg,Away,Augsburg,2,3,1.19,504,0.85,13,6,7,0.55,65,5,2,15,0
2023-2024,9,Werder Bremen,Home,Union Berlin,2,0,0.66,563,0.87,9,3,6,0.57,86,3,3,12,1
2023-2024,9,Union Berlin,Away,Werder Bremen,0,2,0.39,431,0.78,7,2,5,0.43,72,3,5,14,0
2023-2024,9,Borussia Mönchengladbach,Home,Heidenheim,2,1,0.96,585,0.87,11,6,5,0.54,103,6,1,5,1
2023-2024,9,Heidenheim,Away,Borussia Mönchengladbach,1,2,0.58,496,0.86,8,3,5,0.46,77,4,0,18,0
2023-2024,9,Bayern Munich,Home,Darmstadt,8,0,5.65,499,0.91,28,16,12,0.56,89,7,2,15,1
2023-2024,9,Darmstadt,Away,Bayern Munich,0,8,0.79,431,0.87,10,4,6,0.44,77,1,1,13,0
2023-2024,9,RB Leipzig,Home,Cologne,6,0,3.44,562,0.88,24,13,11,0.6,68,11,1,8,1
2023-2024,9,Cologne,Away,RB Leipzig,0,6,0.62,338,0.85,6,1,5,0.4,59,1,2,13,0
2023-2024,9,Eintracht Frankfurt,Home,Borussia Dortmund,3,3,2.93,395,0.76,11,7,4,0.41,112,0,4,11,0
2023-2024,9,Borussia Dortmund,Away,Eintracht Frankfurt,3,3,2.21,579,0.88,14,4,10,0.59,87,4,4,10,0
2023-2024,9,Bayer Leverkusen,Home,Freiburg,2,1,1.91,711,0.91,19,4,15,0.67,92,11,1,9,1
2023-2024,9,Freiburg,Away,Bayer Leverkusen,1,2,0.94,286,0.76,10,4,6,0.33,92,4,0,10,0
2023-2024,10,Darmstadt,Home,Bochum,1,2,0.93,414,0.71,15,4,11,0.57,92,11,2,7,0
2023-2024,10,Bochum,Away,Darmstadt,2,1,0.97,286,0.67,9,4,5,0.43,109,2,2,16,1
2023-2024,10,Hoffenheim,Home,Bayer Leverkusen,2,3,1.82,507,0.87,12,7,5,0.48,75,4,0,6,0
2023-2024,10,Bayer Leverkusen,Away,Hoffenheim,3,2,1.49,564,0.88,11,6,5,0.52,76,3,2,10,1
2023-2024,10,Cologne,Home,Augsburg,1,1,2.4,466,0.85,28,12,16,0.55,95,10,0,10,0
2023-2024,10,Augsburg,Away,Cologne,1,1,2.35,334,0.74,18,3,15,0.45,97,2,1,10,0
2023-2024,10,Mainz,Home,RB Leipzig,2,0,1.38,283,0.71,10,3,7,0.36,89,2,5,13,1
2023-2024,10,RB Leipzig,Away,Mainz,0,2,0.52,638,0.83,10,2,8,0.64,77,7,0,9,0
2023-2024,10,Freiburg,Home,Borussia Mönchengladbach,3,3,3.86,603,0.85,15,10,5,0.57,71,8,1,7,0
2023-2024,10,Borussia Mönchengladbach,Away,Freiburg,3,3,1.67,425,0.83,10,5,5,0.43,81,2,3,10,0
2023-2024,10,Union Berlin,Home,Eintracht Frankfurt,0,3,0.49,489,0.82,10,3,7,0.48,96,9,3,13,0
2023-2024,10,Eintracht Frankfurt,Away,Union Berlin,3,0,1.52,532,0.85,4,3,1,0.52,116,1,3,8,1
2023-2024,10,Borussia Dortmund,Home,Bayern Munich,0,4,1.16,495,0.85,15,1,14,0.5,99,3,0,14,0
2023-2024,10,Bayern Munich,Away,Borussia Dortmund,4,0,3.74,521,0.9,14,8,6,0.5,110,2,6,6,1
2023-2024,10,Wolfsburg,Home,Werder Bremen,2,2,1.69,554,0.87,15,5,10,0.53,78,5,1,15,0
2023-2024,10,Werder Bremen,Away,Wolfsburg,2,2,1.49,419,0.85,13,4,9,0.47,80,2,6,16,0
2023-2024,10,Heidenheim,Home,VfB Stuttgart,2,0,1.76,252,0.64,20,3,17,0.36,106,9,2,7,1
2023-2024,10,VfB Stuttgart,Away,Heidenheim,0,2,2.99,619,0.86,15,2,13,0.64,96,6,2,13,0
2023-2024,11,Borussia Mönchengladbach,Home,Wolfsburg,4,0,2.21,496,0.84,16,8,8,0.48,70,8,2,7,1
2023-2024,11,Wolfsburg,Away,Borussia Mönchengladbach,0,4,0.62,553,0.88,12,4,8,0.52,65,5,1,12,0
2023-2024,11,Bayern Munich,Home,Heidenheim,4,2,2.27,787,0.9,19,8,11,0.7,143,7,0,8,1
2023-2024,11,Heidenheim,Away,Bayern Munich,2,4,1.44,295,0.73,7,2,5,0.3,117,2,1,8,0
2023-2024,11,Augsburg,Home,Hoffenheim,1,1,1.44,267,0.77,11,6,5,0.4,79,3,3,9,0
2023-2024,11,Hoffenheim,Away,Augsburg,1,1,1.29,564,0.87,12,6,6,0.6,100,5,2,11,0
2023-2024,11,VfB Stuttgart,Home,Borussia Dortmund,2,1,4.28,613,0.89,22,10,12,0.58,90,6,2,13,1
2023-2024,11,Borussia Dortmund,Away,VfB Stuttgart,1,2,1.12,442,0.81,5,1,4,0.42,84,1,1,16,0
2023-2024,11,Darmstadt,Home,Mainz,0,0,0.63,516,0.83,9,3,6,0.57,103,0,0,20,0
2023-2024,11,Mainz,Away,Darmstadt,0,0,0.78,374,0.75,10,1,9,0.43,101,5,1,15,0
2023-2024,11,Bochum,Home,Cologne,1,1,3.56,369,0.73,25,9,16,0.52,94,3,1,14,0
2023-2024,11,Cologne,Away,Bochum,1,1,0.84,360,0.72,10,6,4,0.48,111,3,1,19,0
2023-2024,11,Bayer Leverkusen,Home,Union Berlin,4,0,2.45,813,0.92,19,10,9,0.66,64,10,3,8,1
2023-2024,11,Union Berlin,Away,Bayer Leverkusen,0,4,0.07,377,0.79,2,2,0,0.34,64,1,0,5,0
2023-2024,11,Werder Bremen,Home,Eintracht Frankfurt,2,2,1.85,514,0.86,14,5,9,0.5,75,3,1,3,0
2023-2024,11,Eintracht Frankfurt,Away,Werder Bremen,2,2,2.37,539,0.87,14,3,11,0.5,81,7,2,10,0
2023-2024,11,RB Leipzig,Home,Freiburg,3,1,1.8,630,0.9,15,6,9,0.6,84,7,0,10,1
2023-2024,11,Freiburg,Away,RB Leipzig,1,3,0.54,347,0.83,9,3,6,0.4,59,3,4,12,0
2023-2024,12,Cologne,Home,Bayern Munich,0,1,0.45,344,0.79,6,2,4,0.36,91,3,1,6,0
2023-2024,12,Bayern Munich,Away,Cologne,1,0,3.12,753,0.9,19,5,14,0.64,95,12,1,4,1
2023-2024,12,Werder Bremen,Home,Bayer Leverkusen,0,3,0.24,480,0.82,2,1,1,0.45,57,1,5,15,0
2023-2024,12,Bayer Leverkusen,Away,Werder Bremen,3,0,1.13,690,0.86,13,4,9,0.55,71,6,2,4,1
2023-2024,12,Wolfsburg,Home,RB Leipzig,2,1,0.86,329,0.79,10,4,6,0.42,88,1,0,17,1
2023-2024,12,RB Leipzig,Away,Wolfsburg,1,2,3.11,591,0.85,26,9,17,0.58,80,12,4,11,0
2023-2024,12,Freiburg,Home,Darmstadt,1,1,1.71,594,0.86,16,3,13,0.64,83,11,2,15,0
2023-2024,12,Darmstadt,Away,Freiburg,1,1,0.41,303,0.74,7,1,6,0.36,75,2,1,15,0
2023-2024,12,Union Berlin,Home,Augsburg,1,1,2.29,546,0.85,16,6,10,0.56,107,3,3,10,0
2023-2024,12,Augsburg,Away,Union Berlin,1,1,1.49,327,0.76,11,2,9,0.44,104,4,2,15,0
2023-2024,12,Borussia Dortmund,Home,Borussia Mönchengladbach,4,2,2.86,549,0.86,20,13,7,0.53,98,5,1,11,1
2023-2024,12,Borussia Mönchengladbach,Away,Borussia Dortmund,2,4,0.91,512,0.86,10,3,7,0.47,98,4,1,11,0
2023-2024,12,Eintracht Frankfurt,Home,VfB Stuttgart,1,2,0.8,597,0.84,14,1,13,0.55,89,4,0,14,0
2023-2024,12,VfB Stuttgart,Away,Eintracht Frankfurt,2,1,1.75,433,0.85,11,5,6,0.45,109,2,4,8,1
2023-2024,12,Heidenheim,Home,Bochum,0,0,0.86,409,0.72,9,3,6,0.52,84,6,4,14,0
2023-2024,12,Bochum,Away,Heidenheim,0,0,0.35,432,0.75,9,2,7,0.48,79,5,3,7,0
2023-2024,12,Hoffenheim,Home,Mainz,1,1,1.45,505,0.83,15,6,9,0.57,100,4,0,9,0
2023-2024,12,Mainz,Away,Hoffenheim,1,1,1.98,428,0.81,15,6,9,0.43,99,5,1,14,0
2023-2024,13,Darmstadt,Home,Cologne,0,1,0.72,377,0.78,11,1,10,0.45,76,1,3,12,0
2023-2024,13,Cologne,Away,Darmstadt,1,0,1.78,447,0.83,11,6,5,0.55,100,6,3,12,1
2023-2024,13,Bochum,Home,Wolfsburg,3,1,1.64,358,0.78,19,9,10,0.46,100,6,2,14,1
2023-2024,13,Wolfsburg,Away,Bochum,1,3,1.17,441,0.78,15,6,9,0.54,100,6,0,13,0
2023-2024,13,Borussia Mönchengladbach,Home,Hoffenheim,2,1,2.0,472,0.83,9,3,6,0.5,69,6,1,12,1
2023-2024,13,Hoffenheim,Away,Borussia Mönchengladbach,1,2,1.37,495,0.87,17,5,12,0.5,69,3,2,14,0
2023-2024,13,RB Leipzig,Home,Heidenheim,2,1,4.18,692,0.9,23,8,15,0.67,113,5,3,13,1
2023-2024,13,Heidenheim,Away,RB Leipzig,1,2,1.27,264,0.69,7,2,5,0.33,95,3,0,16,0
