match_id,team_id,scored,conceded,xgoals,passes,accuracy,shots,ontarget,offtarget,possession,tackleswon,corners,offsides,fouls,win,homeaway,rolling_avg_goals,prev_xgoals,prev_possession,prev_shots,prev_ontarget,prev_accuracy,cumulative_points,points_rank,goal_difference,win_streak,matchday,home_team_id,away_team_id,home_score,away_score,season_name,team_name,xg_performance,rolling_xg_performance,home_form_wins,home_form_goals,away_form_wins,away_form_goals,shot_conversion,rolling_shot_conversion,opponent_id,h2h_points,elo_before,opponent_elo_before
144,55,4,0,3.36,516,0.87,32,14,18,0.58,91,7,1,9,True,Away,2.8,1.99,0.6,17.0,4.0,0.9,33,1,26,4,18,56,55,0,4,2020-2021,Bayern Munich,0.6400000000000001,0.29000000000000004,,,3.0,1.8,0.125,0.13563438006781658,56,3,1620.507445249651,1353.465088703179
144,56,0,4,0.99,362,0.78,14,4,10,0.42,90,3,2,5,False,Home,1.2,1.25,0.61,15.0,8.0,0.86,5,18,-31,0,18,56,55,0,4,2020-2021,Schalke,-0.99,0.2500000000000001,1.0,1.0,,,0.0,0.12,55,0,1353.465088703179,1620.507445249651
145,61,0,3,2.03,479,0.82,13,4,9,0.48,118,9,2,13,False,Away,0.4,1.48,0.39,13.0,4.0,0.77,15,16,-14,0,18,62,61,3,0,2020-2021,Cologne,-2.03,-0.372,,,3.0,1.0,0.0,0.03076923076923077,62,0,1462.229424829033,1467.9644230841
145,62,3,0,2.15,402,0.76,13,4,9,0.52,122,6,0,8,True,Home,1.4,1.12,0.43,11.0,6.0,0.83,19,12,-3,3,18,62,61,3,0,2020-2021,Hoffenheim,0.8500000000000001,-0.26000000000000006,1.0,1.4,,,0.23076923076923078,0.09740259740259741,61,3,1467.9644230841,1462.229424829033
146,70,0,2,0.32,332,0.76,10,2,8,0.47,105,4,0,20,False,Away,0.8,1.46,0.39,10.0,4.0,0.66,10,17,-14,0,19,57,70,2,0,2020-2021,Mainz,-0.32,0.26599999999999996,,,1.0,1.4,0.0,0.11833333333333332,57,0,1417.0294756917472,1469.265551464487
146,57,2,0,0.71,387,0.81,9,3,6,0.53,154,2,3,9,True,Home,1.8,3.06,0.58,27.0,11.0,0.84,21,10,3,2,19,57,70,2,0,2020-2021,VfB Stuttgart,1.29,-0.9919999999999998,0.0,1.4,,,0.2222222222222222,0.05703146755778334,70,0,1469.265551464487,1417.0294756917472
147,56,1,1,0.41,506,0.83,6,1,5,0.55,103,1,1,20,False,Away,1.4,0.99,0.42,14.0,4.0,0.78,6,18,-31,0,19,59,56,1,1,2020-2021,Schalke,0.5900000000000001,0.20400000000000013,,,0.0,0.8,0.16666666666666666,0.12,59,0,1346.3874943157305,1477.3182371551575
147,59,1,1,0.88,471,0.82,15,6,9,0.45,115,6,3,11,False,Home,1.6,1.35,0.62,7.0,5.0,0.7,21,10,-3,0,19,59,56,1,1,2020-2021,Werder Bremen,0.12,0.384,1.0,1.0,,,0.06666666666666667,0.22095238095238096,56,3,1477.3182371551575,1346.3874943157305
148,68,1,1,1.36,603,0.88,12,4,8,0.57,112,9,2,13,False,Away,2.2,1.92,0.41,10.0,7.0,0.81,23,8,3,0,19,63,68,1,1,2020-2021,Borussia Mönchengladbach,-0.3600000000000001,0.54,,,1.0,2.2,0.08333333333333333,0.23227272727272727,63,1,1548.135578479642,1516.1064292680137
148,63,1,1,1.64,435,0.82,13,3,10,0.43,99,2,1,12,False,Home,1.0,1.31,0.58,9.0,4.0,0.83,22,9,1,0,19,63,68,1,1,2020-2021,Union Berlin,-0.6399999999999999,0.22999999999999998,2.0,1.8,,,0.07692307692307693,0.11743589743589744,68,1,1516.1064292680137,1548.135578479642
149,60,1,3,0.52,344,0.73,11,4,7,0.41,111,7,4,14,False,Away,0.4,1.96,0.34,18.0,10.0,0.83,17,15,-9,0,19,65,60,3,1,2020-2021,Hertha Berlin,0.48,-0.542,,,0.0,0.4,0.09090909090909091,0.04111111111111111,65,0,1423.6829417660863,1578.7188726924799
149,65,3,1,1.88,553,0.83,16,7,9,0.59,103,4,0,17,True,Home,3.0,1.84,0.55,15.0,8.0,0.87,33,3,10,3,19,65,60,3,1,2020-2021,Eintracht Frankfurt,1.12,0.9179999999999999,2.0,2.0,,,0.1875,0.1899122807017544,60,3,1578.7188726924799,1423.6829417660863
150,64,1,3,0.33,325,0.79,5,1,4,0.37,86,1,1,11,False,Away,0.8,1.17,0.42,8.0,4.0,0.74,21,10,-10,0,19,67,64,3,1,2020-2021,Augsburg,0.6699999999999999,-0.26999999999999996,,,2.0,0.8,0.2,0.08246753246753247,67,3,1462.3678856664858,1503.5014694707797
150,67,3,1,2.12,706,0.89,14,5,9,0.63,108,10,1,12,True,Home,2.0,1.35,0.59,17.0,7.0,0.85,26,6,8,2,19,67,64,3,1,2020-2021,Borussia Dortmund,0.8799999999999999,-0.07799999999999996,2.0,1.8,,,0.21428571428571427,0.11571195144724555,64,0,1503.5014694707797,1462.3678856664858
151,62,1,4,2.28,395,0.8,14,5,9,0.4,100,4,3,8,False,Away,1.4,2.15,0.52,13.0,4.0,0.76,19,13,-6,0,19,55,62,4,1,2020-2021,Hoffenheim,-1.2799999999999998,-0.18000000000000002,,,2.0,1.4,0.07142857142857142,0.11498501498501498,55,0,1487.634320027305,1627.5850396370995
151,55,4,1,1.46,618,0.86,15,9,6,0.6,123,10,5,10,True,Home,2.6,3.36,0.58,32.0,14.0,0.87,36,1,29,5,19,55,62,4,1,2020-2021,Bayern Munich,2.54,0.2860000000000001,3.0,2.6,,,0.26666666666666666,0.13206295149638803,62,0,1627.5850396370995,1487.634320027305
152,72,0,1,0.84,486,0.83,8,4,4,0.55,108,6,4,15,False,Away,0.6,0.89,0.6,10.0,4.0,0.84,31,5,13,0,19,69,72,1,0,2020-2021,Bayer Leverkusen,-0.84,-0.394,,,3.0,2.0,0.0,0.05405797101449276,69,0,1543.374278205897,1575.9542680237294
152,69,1,0,1.63,410,0.79,16,2,14,0.45,129,6,4,11,True,Home,1.4,1.4,0.61,12.0,5.0,0.82,34,2,13,2,19,69,72,1,0,2020-2021,RB Leipzig,-0.6299999999999999,-0.33199999999999996,3.0,1.2,,,0.0625,0.1031934731934732,72,0,1575.9542680237294,1543.374278205897
153,66,1,3,1.39,429,0.8,9,3,6,0.46,106,5,2,17,False,Away,1.2,0.41,0.45,8.0,4.0,0.81,17,15,-9,0,19,61,66,3,1,2020-2021,Arminia Bielefeld,-0.3899999999999999,0.18600000000000005,,,1.0,0.6,0.1111111111111111,0.10984848484848486,61,3,1451.1811010374004,1442.5595278858282
153,61,3,1,1.53,338,0.73,14,7,7,0.33,109,3,2,15,True,Home,1.0,2.03,0.48,13.0,4.0,0.82,18,14,-12,2,19,61,66,3,1,2020-2021,Cologne,1.47,-0.6419999999999999,0.0,0.6,,,0.21428571428571427,0.03076923076923077,66,0,1442.5595278858282,1451.1811010374004
154,58,0,3,0.6,414,0.78,9,2,7,0.53,119,10,1,10,False,Away,2.0,1.48,0.42,9.0,5.0,0.72,25,7,4,0,19,71,58,3,0,2020-2021,Freiburg,-0.6,1.1,,,2.0,1.4,0.0,0.2641414141414142,71,1,1552.2412402899033,1576.956288922228
154,71,3,0,1.68,354,0.77,12,6,6,0.47,128,5,1,13,True,Home,2.0,0.96,0.4,8.0,4.0,0.72,32,4,10,4,19,71,58,3,0,2020-2021,Wolfsburg,1.32,0.11200000000000002,4.0,2.4,,,0.25,0.16136363636363638,58,1,1576.956288922228,1552.2412402899033
155,55,1,0,2.52,523,0.86,17,7,10,0.59,98,11,3,15,True,Away,2.4,1.46,0.6,15.0,9.0,0.86,39,1,30,6,20,60,55,0,1,2020-2021,Bayern Munich,-1.52,0.4800000000000001,,,3.0,2.0,0.058823529411764705,0.13276470588235295,60,0,1639.9380154966436,1412.0588326486536
155,60,0,1,1.4,331,0.78,11,7,4,0.41,98,3,6,12,False,Home,0.4,0.52,0.41,11.0,4.0,0.73,17,15,-10,0,20,60,55,0,1,2020-2021,Hertha Berlin,-1.4,-0.724,2.0,1.4,,,0.0,0.029292929292929294,55,0,1412.0588326486536,1639.9380154966436
156,71,2,0,1.97,474,0.84,17,9,8,0.57,124,4,6,15,True,Away,2.0,1.68,0.47,12.0,6.0,0.77,35,4,12,5,20,64,71,0,2,2020-2021,Wolfsburg,0.030000000000000027,0.7300000000000001,,,2.0,1.2,0.11764705882352941,0.21136363636363636,64,1,1595.5359712844183,1444.7247236999096
156,64,0,2,0.64,385,0.76,9,1,8,0.43,122,7,1,10,False,Home,0.6,0.33,0.37,5.0,1.0,0.79,21,11,-12,0,20,64,71,0,2,2020-2021,Augsburg,-0.64,-0.096,1.0,0.8,,,0.0,0.10428571428571427,71,1,1444.7247236999096,1595.5359712844183
157,63,0,1,1.02,451,0.76,10,3,7,0.55,101,1,4,11,False,Away,0.6,1.64,0.43,13.0,3.0,0.82,22,10,0,0,20,70,63,1,0,2020-2021,Union Berlin,-1.02,-0.126,,,1.0,1.2,0.0,0.08837606837606837,70,0,1517.9449699758009,1400.0139721829605
157,70,1,0,1.64,322,0.72,9,5,4,0.45,117,3,1,12,True,Home,1.0,0.32,0.47,10.0,2.0,0.76,13,17,-13,2,20,70,63,1,0,2020-2021,Mainz,-0.6399999999999999,0.01799999999999998,1.0,0.6,,,0.1111111111111111,0.08499999999999999,63,0,1400.0139721829605,1517.9449699758009
158,69,3,0,1.75,558,0.84,24,10,14,0.62,128,7,3,16,True,Away,1.8,1.63,0.45,16.0,2.0,0.79,37,2,16,3,20,56,69,0,3,2020-2021,RB Leipzig,1.25,-0.10199999999999995,,,2.0,1.8,0.125,0.1066025641025641,56,3,1594.084290948657,1353.5868514237845
158,56,0,3,0.36,335,0.72,3,1,2,0.38,100,1,2,14,False,Home,0.6,0.41,0.55,6.0,1.0,0.83,6,18,-34,0,20,56,69,0,3,2020-2021,Schalke,-0.36,0.48400000000000015,1.0,1.0,,,0.0,0.15333333333333332,69,0,1353.5868514237845,1594.084290948657
159,67,1,2,1.06,677,0.87,16,5,11,0.63,99,1,1,12,False,Away,1.6,2.12,0.63,14.0,5.0,0.89,26,7,7,0,20,58,67,2,1,2020-2021,Borussia Dortmund,-0.06000000000000005,0.030000000000000006,,,2.0,1.8,0.0625,0.12999766573295984,58,3,1521.1446314373559,1533.661557927713
159,58,2,1,0.27,313,0.75,6,3,3,0.37,95,1,2,12,True,Home,1.4,0.6,0.53,9.0,2.0,0.78,28,6,5,2,20,58,67,2,1,2020-2021,Freiburg,1.73,0.6860000000000002,4.0,3.0,,,0.3333333333333333,0.18914141414141414,67,0,1533.661557927713,1521.1446314373559
160,57,2,5,1.45,376,0.78,14,7,7,0.44,116,4,3,9,False,Away,1.4,0.71,0.53,9.0,3.0,0.81,21,11,0,0,20,72,57,5,2,2020-2021,VfB Stuttgart,0.55,-0.5419999999999999,,,2.0,2.0,0.14285714285714285,0.10147591200222779,72,1,1486.2810549732737,1525.2442552809694
160,72,5,2,3.32,490,0.85,25,12,13,0.56,123,4,1,12,True,Home,1.4,0.84,0.55,8.0,4.0,0.83,34,5,16,2,20,72,57,5,2,2020-2021,Bayer Leverkusen,1.6800000000000002,-0.47000000000000003,2.0,1.6,,,0.2,0.03405797101449275,57,1,1525.2442552809694,1486.2810549732737
161,61,2,1,0.46,377,0.79,7,3,4,0.4,96,1,4,11,True,Away,1.4,1.53,0.33,14.0,7.0,0.73,21,11,-11,3,20,68,61,1,2,2020-2021,Cologne,1.54,-0.22399999999999998,,,2.0,0.6,0.2857142857142857,0.07362637362637363,68,0,1463.0557236865507,1546.2970377718548
161,68,1,2,0.98,690,0.89,10,2,8,0.6,100,4,3,17,False,Home,1.8,1.36,0.57,12.0,4.0,0.88,23,9,2,0,20,68,61,1,2,2020-2021,Borussia Mönchengladbach,0.020000000000000018,0.8619999999999999,3.0,2.0,,,0.1,0.23984848484848484,61,0,1546.2970377718548,1463.0557236865507
162,65,3,1,0.96,503,0.86,9,5,4,0.45,109,7,4,12,True,Away,3.2,1.88,0.59,16.0,7.0,0.83,36,3,12,4,20,62,65,1,3,2020-2021,Eintracht Frankfurt,2.04,1.002,,,3.0,2.4,0.3333333333333333,0.18741228070175436,62,3,1590.3429818099125,1475.2813441677608
162,62,1,3,0.73,441,0.81,8,2,6,0.55,92,4,1,15,False,Home,1.6,2.28,0.4,14.0,5.0,0.8,19,14,-8,0,20,62,65,1,3,2020-2021,Hoffenheim,0.27,-0.304,2.0,1.4,,,0.125,0.11498501498501498,65,0,1475.2813441677608,1590.3429818099125
163,59,2,0,1.04,313,0.69,5,2,3,0.4,110,0,1,9,True,Away,1.8,0.88,0.45,15.0,6.0,0.82,24,8,-1,2,20,66,59,0,2,2020-2021,Werder Bremen,0.96,0.576,,,2.0,1.2,0.4,0.2342857142857143,66,3,1470.1188800471034,1430.6849052366779
163,66,0,2,2.57,479,0.78,22,7,15,0.6,122,9,1,12,False,Home,1.0,1.39,0.46,9.0,3.0,0.8,17,15,-11,0,20,66,59,0,2,2020-2021,Arminia Bielefeld,-2.57,0.20800000000000005,2.0,1.0,,,0.0,0.1320707070707071,59,0,1430.6849052366779,1470.1188800471034
164,64,1,2,0.94,333,0.75,4,2,2,0.42,107,4,1,15,False,Away,0.8,0.64,0.43,9.0,1.0,0.76,21,12,-13,0,21,69,64,2,1,2020-2021,Augsburg,0.06000000000000005,-0.196,,,2.0,0.8,0.25,0.09,69,0,1432.8990590229298,1602.0963285383543
164,69,2,1,2.77,542,0.86,16,6,10,0.58,120,3,4,23,True,Home,1.8,1.75,0.62,24.0,10.0,0.84,40,1,17,4,21,69,64,2,1,2020-2021,RB Leipzig,-0.77,0.15600000000000006,3.0,1.0,,,0.125,0.11493589743589742,64,3,1602.0963285383543,1432.8990590229298
165,60,1,1,1.42,443,0.79,11,3,8,0.47,107,5,3,17,False,Away,0.6,1.4,0.41,11.0,7.0,0.78,18,15,-10,0,21,57,60,1,1,2020-2021,Hertha Berlin,-0.41999999999999993,-0.8579999999999999,,,0.0,0.6,0.09090909090909091,0.029292929292929294,57,0,1403.571253907101,1468.51460150195
165,57,1,1,1.14,485,0.83,11,3,8,0.53,130,1,0,21,False,Home,1.2,1.45,0.44,14.0,7.0,0.78,22,11,0,0,21,57,60,1,1,2020-2021,VfB Stuttgart,-0.1399999999999999,-0.29799999999999993,1.0,1.4,,,0.09090909090909091,0.10147591200222779,60,3,1468.51460150195,1403.571253907101
166,58,0,0,0.7,536,0.87,8,2,6,0.55,70,1,0,20,False,Away,1.2,0.27,0.37,6.0,3.0,0.75,29,6,5,0,21,59,58,0,0,2020-2021,Freiburg,-0.7,0.4980000000000002,,,2.0,1.4,0.0,0.17247474747474745,59,0,1552.9413372875404,1487.8585756110244
166,59,0,0,1.03,464,0.85,12,4,8,0.45,94,4,0,4,False,Home,1.4,1.04,0.4,5.0,2.0,0.69,25,8,-1,0,21,59,58,0,0,2020-2021,Werder Bremen,-1.03,0.742,1.0,1.0,,,0.0,0.24761904761904763,58,0,1487.8585756110244,1552.9413372875404
167,70,2,2,2.61,250,0.68,20,5,15,0.34,143,2,4,17,False,Away,1.2,1.64,0.45,9.0,5.0,0.72,14,17,-13,0,21,72,70,2,2,2020-2021,Mainz,-0.6099999999999999,0.048,,,0.0,0.8,0.1,0.10722222222222222,72,0,1426.5533889041299,1543.010708752293
167,72,2,2,1.21,649,0.86,11,5,6,0.66,151,2,0,13,False,Home,1.8,3.32,0.56,25.0,12.0,0.85,35,5,16,0,21,72,70,2,2,2020-2021,Bayer Leverkusen,0.79,-0.17800000000000002,2.0,1.8,,,0.18181818181818182,0.05739130434782609,70,3,1543.010708752293,1426.5533889041299
168,62,2,2,2.83,354,0.78,13,6,7,0.47,127,7,0,16,False,Away,2.0,0.73,0.55,8.0,2.0,0.81,20,14,-8,0,21,67,62,2,2,2020-2021,Hoffenheim,-0.8300000000000001,0.19800000000000004,,,2.0,1.4,0.15384615384615385,0.13998501498501498,67,0,1461.672849895506,1501.8648520775284
168,67,2,2,1.51,453,0.83,7,4,3,0.53,144,1,3,21,False,Home,1.8,1.06,0.63,16.0,5.0,0.87,27,7,7,0,21,67,62,2,2,2020-2021,Borussia Dortmund,0.49,-0.06800000000000003,2.0,1.6,,,0.2857142857142857,0.10249766573295985,62,0,1501.8648520775284,1461.672849895506
169,56,0,0,0.64,538,0.83,6,1,5,0.62,119,6,0,15,False,Away,0.4,0.36,0.38,3.0,1.0,0.72,7,18,-34,0,21,63,56,0,0,2020-2021,Schalke,-0.64,-0.05999999999999994,,,0.0,1.0,0.0,0.08666666666666667,63,1,1345.5748138340873,1491.4055532546315
169,63,0,0,1.94,308,0.72,19,3,16,0.38,127,1,2,14,False,Home,0.4,1.02,0.55,10.0,3.0,0.76,23,10,0,0,21,63,56,0,0,2020-2021,Union Berlin,-1.94,-0.48200000000000004,2.0,1.4,,,0.0,0.0576068376068376,56,1,1491.4055532546315,1345.5748138340873
170,61,0,2,0.46,389,0.75,6,1,5,0.42,104,2,4,4,False,Away,1.4,0.46,0.4,7.0,3.0,0.79,21,12,-13,0,21,65,61,2,0,2020-2021,Cologne,-0.46,0.13600000000000007,,,2.0,0.8,0.0,0.13076923076923078,65,1,1487.7578503858906,1603.9514760821673
170,65,2,0,2.45,598,0.83,17,7,10,0.58,106,7,2,14,True,Home,3.0,0.96,0.45,9.0,5.0,0.86,39,3,14,5,21,65,61,2,0,2020-2021,Eintracht Frankfurt,-0.4500000000000002,1.49,3.0,2.4,,,0.11764705882352941,0.22741228070175437,61,1,1603.9514760821673,1487.7578503858906
171,68,0,0,0.72,450,0.76,12,4,8,0.45,122,6,1,11,False,Away,1.4,0.98,0.6,10.0,2.0,0.89,24,9,2,0,21,71,68,0,0,2020-2021,Borussia Mönchengladbach,-0.72,0.49800000000000005,,,1.0,1.8,0.0,0.18484848484848487,71,1,1521.5949110725148,1607.3616359613982
171,71,0,0,0.95,514,0.8,18,6,12,0.55,119,9,3,10,False,Home,1.6,1.97,0.57,17.0,9.0,0.84,36,4,12,0,21,71,68,0,0,2020-2021,Wolfsburg,-0.95,0.74,4.0,2.6,,,0.0,0.1985294117647059,68,1,1607.3616359613982,1521.5949110725148
172,66,3,3,1.15,330,0.75,7,3,4,0.35,119,2,1,13,False,Away,1.6,2.57,0.6,22.0,7.0,0.78,18,15,-11,0,21,55,66,3,3,2020-2021,Arminia Bielefeld,1.85,-0.36599999999999994,,,1.0,0.6,0.42857142857142855,0.1138888888888889,55,0,1412.9452096727568,1648.4255942381963
172,55,3,3,1.93,617,0.87,19,11,8,0.65,143,5,3,7,False,Home,2.6,2.52,0.59,17.0,7.0,0.86,40,1,30,0,21,55,66,3,3,2020-2021,Bayern Munich,1.07,0.10000000000000009,4.0,3.2,,,0.15789473684210525,0.11786274509803922,66,0,1648.4255942381963,1412.9452096727568
173,71,3,0,1.36,484,0.81,11,6,5,0.55,96,8,3,14,True,Away,1.8,0.95,0.55,18.0,6.0,0.8,39,4,15,2,22,66,71,0,3,2020-2021,Wolfsburg,1.64,0.30000000000000004,,,3.0,1.4,0.2727272727272727,0.14852941176470588,66,3,1602.5224072060375,1424.7465259269047
173,66,0,3,0.78,396,0.82,7,2,5,0.45,123,3,1,10,False,Home,1.0,1.15,0.35,7.0,3.0,0.75,18,15,-14,0,22,66,71,0,3,2020-2021,Arminia Bielefeld,-0.78,0.1200000000000001,2.0,1.0,,,0.0,0.19960317460317462,71,0,1424.7465259269047,1602.5224072060375
174,57,1,0,0.46,489,0.84,9,3,6,0.5,91,6,4,10,True,Away,1.4,1.14,0.53,11.0,3.0,0.83,25,9,1,2,22,61,57,0,1,2020-2021,VfB Stuttgart,0.54,-0.2619999999999999,,,1.0,1.4,0.1111111111111111,0.09860509860509861,61,1,1464.8191020158977,1474.2078025854282
174,61,0,1,0.47,549,0.83,9,0,9,0.5,101,0,0,15,False,Home,1.0,0.46,0.42,6.0,1.0,0.75,21,14,-14,0,22,61,57,0,1,2020-2021,Cologne,-0.47,0.2080000000000001,1.0,1.0,,,0.0,0.13076923076923078,57,1,1474.2078025854282,1464.8191020158977
175,55,1,2,1.94,537,0.82,22,6,16,0.57,112,10,1,7,False,Away,2.6,1.93,0.65,19.0,11.0,0.87,40,3,29,0,22,65,55,2,1,2020-2021,Bayern Munich,-0.94,0.3480000000000001,,,4.0,2.0,0.045454545454545456,0.13344169246646026,65,3,1636.6242779840484,1617.5015238826297
175,65,2,1,1.01,363,0.76,12,6,6,0.43,125,6,1,12,True,Home,3.0,2.45,0.58,17.0,7.0,0.83,42,2,15,6,22,65,55,2,1,2020-2021,Eintracht Frankfurt,0.99,1.248,4.0,2.6,,,0.16666666666666666,0.21936274509803919,55,0,1617.5015238826297,1636.6242779840484
176,63,1,0,1.74,282,0.81,15,4,11,0.37,125,4,0,14,True,Away,0.6,1.94,0.38,19.0,3.0,0.72,26,8,1,2,22,58,63,0,1,2020-2021,Union Berlin,-0.74,-0.8140000000000001,,,1.0,1.0,0.06666666666666667,0.037606837606837605,58,0,1483.4714166492183,1549.2380870557072
176,58,0,1,0.53,539,0.85,9,1,8,0.63,93,2,0,15,False,Home,0.8,0.7,0.55,8.0,2.0,0.87,29,7,4,0,22,58,63,0,1,2020-2021,Freiburg,-0.53,0.3300000000000002,4.0,3.0,,,0.0,0.14747474747474745,63,0,1549.2380870557072,1483.4714166492183
177,70,2,1,0.67,279,0.62,8,6,2,0.36,86,4,2,16,True,Away,1.6,2.61,0.34,20.0,5.0,0.68,17,17,-12,2,22,68,70,1,2,2020-2021,Mainz,1.33,-0.11799999999999997,,,0.0,1.0,0.25,0.10222222222222221,68,0,1433.0169384935946,1526.4341398278755
177,68,1,2,0.69,637,0.83,12,4,8,0.64,118,4,6,10,False,Home,1.4,0.72,0.45,12.0,4.0,0.76,24,11,1,0,22,68,70,1,2,2020-2021,Borussia Mönchengladbach,0.31000000000000005,0.24400000000000005,3.0,2.0,,,0.08333333333333333,0.13484848484848486,70,0,1526.4341398278755,1433.0169384935946
178,67,4,0,1.67,587,0.85,9,6,3,0.58,71,2,0,13,True,Away,2.4,1.51,0.53,7.0,4.0,0.83,30,6,11,2,22,56,67,0,4,2020-2021,Borussia Dortmund,2.33,0.22799999999999992,,,1.0,1.6,0.4444444444444444,0.14852941176470585,56,0,1499.561480098608,1353.5089504395005
178,56,0,4,0.79,353,0.81,13,2,11,0.42,82,4,1,9,False,Home,0.2,0.64,0.62,6.0,1.0,0.83,7,18,-38,0,22,56,67,0,4,2020-2021,Schalke,-0.79,-0.32999999999999996,1.0,1.0,,,0.0,0.04666666666666667,67,0,1353.5089504395005,1499.561480098608
179,72,1,1,0.47,666,0.86,10,3,7,0.67,133,4,2,13,False,Away,1.6,1.21,0.66,11.0,5.0,0.86,36,5,16,0,22,64,72,1,1,2020-2021,Bayer Leverkusen,0.53,0.22600000000000003,,,2.0,1.6,0.1,0.09375494071146245,64,3,1536.5471591628284,1421.9355247274161
179,64,1,1,1.09,228,0.64,6,3,3,0.33,96,1,4,16,False,Home,1.0,0.94,0.42,4.0,2.0,0.75,22,13,-13,0,22,64,72,1,1,2020-2021,Augsburg,-0.09000000000000008,-0.05600000000000001,1.0,0.6,,,0.16666666666666666,0.13999999999999999,72,0,1421.9355247274161,1536.5471591628284
180,69,3,0,0.87,469,0.81,14,7,7,0.49,112,4,1,8,True,Away,2.2,2.77,0.58,16.0,6.0,0.86,43,1,20,5,22,60,69,0,3,2020-2021,RB Leipzig,2.13,0.04400000000000004,,,3.0,1.8,0.21428571428571427,0.10916666666666668,60,3,1613.059862833868,1407.2667533931533
180,60,0,3,0.77,424,0.81,8,4,4,0.51,111,3,6,10,False,Home,0.6,1.42,0.47,11.0,3.0,0.79,18,15,-13,0,22,60,69,0,3,2020-2021,Hertha Berlin,-0.77,-0.7739999999999999,1.0,0.8,,,0.0,0.047474747474747475,69,0,1407.2667533931533,1613.059862833868
181,59,0,4,0.26,449,0.82,3,1,2,0.49,111,3,5,12,False,Away,1.4,1.03,0.45,12.0,4.0,0.85,25,9,-5,0,22,62,59,4,0,2020-2021,Werder Bremen,-0.26,0.356,,,3.0,1.6,0.0,0.20761904761904765,62,1,1491.5618258428576,1463.9762218744265
181,62,4,0,1.64,467,0.83,12,6,6,0.51,102,6,1,16,True,Home,2.2,2.83,0.47,13.0,6.0,0.78,23,12,-4,2,22,62,59,4,0,2020-2021,Hoffenheim,2.3600000000000003,0.17800000000000002,1.0,1.0,,,0.3333333333333333,0.17075424575424575,59,1,1463.9762218744265,1491.5618258428576
182,65,1,2,1.2,646,0.89,13,4,9,0.63,104,8,2,15,False,Away,2.2,1.01,0.43,12.0,6.0,0.76,42,3,14,0,23,59,65,2,1,2020-2021,Eintracht Frankfurt,-0.19999999999999996,1.372,,,4.0,2.8,0.07692307692307693,0.22769607843137254,59,1,1638.6012078703,1469.9771992624396
182,59,2,1,0.91,297,0.72,9,5,4,0.37,121,2,2,9,True,Home,1.0,0.26,0.49,3.0,1.0,0.82,28,8,-4,2,23,59,65,2,1,2020-2021,Werder Bremen,1.0899999999999999,0.4879999999999999,1.0,0.8,,,0.2222222222222222,0.20761904761904765,65,1,1469.9771992624396,1638.6012078703
183,56,1,5,1.5,426,0.82,11,5,6,0.52,108,9,1,18,False,Away,0.4,0.79,0.42,13.0,2.0,0.81,7,18,-42,0,23,57,56,5,1,2020-2021,Schalke,-0.5,-0.438,,,0.0,0.6,0.09090909090909091,0.03333333333333334,57,0,1341.453842325965,1485.359427550191
183,57,5,1,2.63,395,0.78,19,10,9,0.48,108,11,0,15,True,Home,2.2,0.46,0.5,9.0,3.0,0.84,28,8,5,3,23,57,56,5,1,2020-2021,VfB Stuttgart,2.37,0.036000000000000074,1.0,1.4,,,0.2631578947368421,0.12082732082732081,56,0,1485.359427550191,1341.453842325965
184,60,0,2,0.76,305,0.75,7,2,5,0.42,124,5,2,14,False,Away,0.4,0.77,0.51,8.0,4.0,0.81,18,15,-15,0,23,71,60,2,0,2020-2021,Hertha Berlin,-0.76,-0.614,,,0.0,0.6,0.0,0.047474747474747475,71,1,1397.8979985022886,1613.0973425832549
184,71,2,0,0.68,454,0.82,11,2,9,0.58,122,3,3,15,True,Home,2.0,1.36,0.55,11.0,6.0,0.81,42,3,17,3,23,71,60,2,0,2020-2021,Wolfsburg,1.3199999999999998,0.41600000000000004,3.0,1.6,,,0.18181818181818182,0.15307486631016043,60,1,1613.0973425832549,1397.8979985022886
185,66,0,3,0.8,361,0.82,8,2,6,0.39,95,2,1,16,False,Away,0.8,0.78,0.45,7.0,2.0,0.82,18,15,-17,0,23,67,66,3,0,2020-2021,Arminia Bielefeld,-0.8,-0.2599999999999999,,,1.0,1.0,0.0,0.13293650793650796,67,0,1414.1715905496874,1511.6165882121434
185,67,3,0,3.77,613,0.89,20,9,11,0.61,105,5,2,12,True,Home,2.6,1.67,0.58,9.0,6.0,0.85,33,6,14,3,23,67,66,3,0,2020-2021,Borussia Dortmund,-0.77,0.858,2.0,1.8,,,0.15,0.22491830065359472,66,3,1511.6165882121434,1414.1715905496874
186,61,1,5,1.11,502,0.81,6,3,3,0.46,118,4,2,9,False,Away,1.2,0.47,0.5,9.0,0.0,0.83,21,14,-18,0,23,55,61,5,1,2020-2021,Cologne,-0.1100000000000001,0.010000000000000064,,,2.0,0.8,0.16666666666666666,0.1,55,0,1453.667477051135,1615.5245939963781
186,55,5,1,2.42,630,0.89,15,7,8,0.54,115,4,1,7,True,Home,2.8,1.94,0.57,22.0,6.0,0.82,43,2,33,2,23,55,61,5,1,2020-2021,Bayern Munich,2.58,0.3580000000000001,4.0,3.2,,,0.3333333333333333,0.1307678956750164,61,3,1615.5245939963781,1453.667477051135
