match_id,team_id,scored,conceded,xgoals,passes,accuracy,shots,ontarget,offtarget,possession,tackleswon,corners,offsides,fouls,win,homeaway,rolling_avg_goals,prev_xgoals,prev_possession,prev_shots,prev_ontarget,prev_accuracy,cumulative_points,points_rank,goal_difference,win_streak,matchday,home_team_id,away_team_id,home_score,away_score,season_name,team_name,xg_performance,rolling_xg_performance,home_form_wins,home_form_goals,away_form_wins,away_form_goals,shot_conversion,rolling_shot_conversion,opponent_id,h2h_points,elo_before,opponent_elo_before
634,61,0,0,0.28,458,0.83,6,2,4,0.6,89,6,1,14,False,Home,1.5,0.66,0.47,6.0,2.0,0.71,6,8,2,0,4,61,57,0,0,2022-2023,Cologne,-0.28,-0.5740000000000001,3.0,2.0,,,0.0,0.09660256410256411,57,4,1527.5724717867834,1445.8965723014599
635,65,4,3,1.34,354,0.77,12,7,5,0.45,79,7,5,17,True,Away,1.75,0.56,0.53,10.0,3.0,0.77,5,9,-4,2,4,59,65,3,4,2022-2023,Eintracht Frankfurt,2.66,-0.18,,,0.0,0.6,0.3333333333333333,0.10228438228438227,59,1,1504.4301551500826,1394.5287556002093
635,59,3,4,1.95,463,0.8,10,4,6,0.55,89,5,3,17,False,Home,2.5,1.28,0.5,14.0,7.0,0.79,5,9,0,0,4,59,65,3,4,2022-2023,Werder Bremen,1.05,0.426,0.0,1.0,,,0.3,0.1878571428571429,65,4,1394.5287556002093,1504.4301551500826
636,62,0,1,0.56,447,0.83,7,2,5,0.5,101,8,2,15,False,Away,1.6,2.23,0.51,21.0,4.0,0.8,9,6,2,0,5,67,62,1,0,2022-2023,Hoffenheim,-0.56,0.2739999999999999,,,1.0,1.4,0.0,0.2222774327122153,67,1,1511.9830170232449,1643.8942069089815
636,67,1,0,2.27,454,0.82,16,5,11,0.5,103,5,2,14,True,Home,1.6,3.44,0.59,24.0,7.0,0.87,12,1,4,3,5,67,62,1,0,2022-2023,Borussia Dortmund,-1.27,-0.03799999999999999,3.0,2.8,,,0.0625,0.18566239316239316,62,7,1643.8942069089815,1511.9830170232449
637,56,1,1,1.81,478,0.78,13,5,8,0.52,88,7,1,11,False,Away,1.0,1.71,0.57,12.0,4.0,0.8,3,14,-7,0,5,57,56,1,1,2022-2023,Schalke,-0.81,-0.312,,,0.0,0.6,0.07692307692307693,0.07857142857142858,57,0,1308.5418373565394,1448.66671557799
637,57,1,1,0.85,358,0.75,13,3,10,0.48,105,5,2,11,False,Home,0.8,1.37,0.4,13.0,6.0,0.76,4,12,-1,0,5,57,56,1,1,2022-2023,VfB Stuttgart,0.15000000000000002,-0.756,1.0,0.8,,,0.07692307692307693,0.06341991341991343,56,3,1448.66671557799,1308.5418373565394
638,59,2,0,2.3,333,0.69,16,7,9,0.49,103,3,6,10,True,Away,2.4,1.95,0.55,10.0,4.0,0.8,8,8,2,2,5,75,59,0,2,2022-2023,Werder Bremen,-0.2999999999999998,0.9139999999999999,,,1.0,1.4,0.125,0.24785714285714286,75,0,1386.2028815931897,1448.1540922514318
638,75,0,2,1.36,315,0.69,19,6,13,0.51,109,7,3,15,False,Home,0.6,1.95,0.51,15.0,5.0,0.75,0,18,-12,0,5,75,59,0,2,2022-2023,Bochum,-1.36,-0.15600000000000008,1.0,0.6,,,0.0,0.12886363636363635,59,0,1448.1540922514318,1386.2028815931897
639,61,4,2,2.42,383,0.8,18,5,13,0.52,113,4,4,14,True,Away,2.0,0.28,0.6,6.0,2.0,0.83,9,6,4,2,5,71,61,2,4,2022-2023,Cologne,1.58,-0.414,,,2.0,2.2,0.2222222222222222,0.09660256410256411,71,4,1524.8023285102531,1483.298586309836
639,71,2,4,0.93,392,0.78,9,3,6,0.48,111,5,2,13,False,Home,0.8,0.64,0.57,9.0,4.0,0.83,2,17,-6,0,5,71,61,2,4,2022-2023,Wolfsburg,1.0699999999999998,-0.21600000000000005,2.0,2.6,,,0.2222222222222222,0.07076923076923078,61,7,1483.298586309836,1524.8023285102531
640,55,1,1,1.28,695,0.9,21,6,15,0.66,135,7,2,7,False,Away,3.4,3.17,0.2,35.0,20.0,0.89,11,3,14,0,5,63,55,1,1,2022-2023,Bayern Munich,-0.28,0.852,,,3.0,3.8,0.047619047619047616,0.1530060438756091,63,8,1710.4315352994693,1601.067035038532
640,63,1,1,0.55,201,0.6,10,3,7,0.34,119,5,0,19,False,Home,2.4,1.6,0.43,12.0,7.0,0.7,11,3,8,0,5,63,55,1,1,2022-2023,Union Berlin,0.44999999999999996,1.3200000000000003,4.0,2.2,,,0.1,0.2257703081232493,55,2,1601.067035038532,1710.4315352994693
641,58,3,2,1.91,433,0.84,5,3,2,0.52,78,4,1,10,True,Away,2.0,4.51,0.49,28.0,12.0,0.73,12,1,5,4,5,72,58,2,3,2022-2023,Freiburg,1.09,-0.40799999999999975,,,4.0,2.4,0.6,0.09935495790758948,72,6,1559.0087608716378,1565.9594779608328
641,72,2,3,1.08,431,0.86,15,6,9,0.48,79,8,2,15,False,Home,1.2,1.75,0.41,7.0,5.0,0.79,3,14,-3,0,5,72,58,2,3,2022-2023,Bayer Leverkusen,0.9199999999999999,-0.5979999999999999,2.0,1.0,,,0.13333333333333333,0.13077357425183514,58,6,1565.9594779608328,1559.0087608716378
642,69,0,4,0.33,531,0.85,5,0,5,0.57,113,3,0,10,False,Away,1.2,3.88,0.43,17.0,7.0,0.78,5,11,-3,0,5,65,69,4,0,2022-2023,RB Leipzig,-0.33,-0.9020000000000001,,,1.0,1.0,0.0,0.09899237472766884,65,4,1583.0389046752734,1512.7560291571021
642,65,4,0,3.8,397,0.84,14,9,5,0.43,90,4,4,14,True,Home,2.2,1.34,0.45,12.0,7.0,0.77,8,8,0,3,5,65,69,4,0,2022-2023,Eintracht Frankfurt,0.20000000000000018,0.322,0.0,1.2,,,0.2857142857142857,0.15783993783993783,69,4,1512.7560291571021,1583.0389046752734
643,60,2,0,2.14,370,0.83,16,6,10,0.53,106,1,3,15,True,Away,0.8,0.52,0.41,12.0,3.0,0.79,4,12,-2,2,5,64,60,0,2,2022-2023,Hertha Berlin,-0.14000000000000012,-0.21600000000000014,,,1.0,1.0,0.125,0.06540404040404042,64,10,1404.3860589793321,1427.9678121348609
643,64,0,2,0.51,340,0.72,8,2,6,0.47,105,5,3,12,False,Home,0.6,0.63,0.49,12.0,1.0,0.77,3,14,-7,0,5,64,60,0,2,2022-2023,Augsburg,-0.51,0.352,1.0,0.8,,,0.0,0.15,60,1,1427.9678121348609,1404.3860589793321
644,70,1,0,0.92,353,0.83,12,5,7,0.47,83,8,5,15,True,Away,1.0,1.96,0.59,17.0,3.0,0.84,10,5,0,2,5,68,70,0,1,2022-2023,Mainz,0.07999999999999996,-0.304,,,3.0,1.6,0.08333333333333333,0.09010989010989012,68,5,1525.676278728143,1531.2171415517562
644,68,0,1,1.77,434,0.83,13,3,10,0.53,109,4,3,8,False,Home,1.4,0.61,0.63,5.0,3.0,0.7,8,8,2,0,5,68,70,0,1,2022-2023,Borussia Mönchengladbach,-1.77,0.23200000000000012,4.0,2.6,,,0.0,0.17120300751879697,70,2,1531.2171415517562,1525.676278728143
645,64,1,0,1.41,226,0.5,14,5,9,0.4,81,7,5,13,True,Away,0.8,0.51,0.47,8.0,2.0,0.72,6,12,-6,2,6,59,64,0,1,2022-2023,Augsburg,-0.4099999999999999,0.12599999999999995,,,2.0,0.8,0.07142857142857142,0.1,59,3,1415.1545756703085,1400.3202082962418
645,59,0,1,1.88,547,0.81,12,7,5,0.6,93,3,1,12,False,Home,2.0,2.3,0.49,16.0,7.0,0.69,8,9,1,0,6,59,64,0,1,2022-2023,Werder Bremen,-1.88,0.916,0.0,1.4,,,0.0,0.24785714285714286,64,3,1400.3202082962418,1415.1545756703085
646,57,2,2,1.44,297,0.75,8,3,5,0.37,99,0,0,9,False,Away,1.0,0.85,0.48,13.0,3.0,0.75,5,14,-1,0,6,55,57,2,2,2022-2023,VfB Stuttgart,0.56,-0.43199999999999994,,,0.0,0.8,0.25,0.062137862137862154,55,1,1444.073366233456,1706.7742227100841
646,55,2,2,1.96,619,0.89,18,7,11,0.63,112,3,2,11,False,Home,2.6,1.28,0.66,21.0,6.0,0.9,12,3,14,0,6,55,57,2,2,2022-2023,Bayern Munich,0.040000000000000036,0.804,3.0,1.8,,,0.1111111111111111,0.14771503858460383,57,10,1706.7742227100841,1444.073366233456
647,67,0,3,0.69,480,0.83,4,0,4,0.54,119,8,0,6,False,Away,1.4,2.27,0.5,16.0,5.0,0.82,12,3,1,0,6,69,67,3,0,2022-2023,Borussia Dortmund,-0.69,-0.394,,,4.0,2.0,0.0,0.15371794871794872,69,6,1651.545147110442,1568.6439990071271
647,69,3,0,2.27,354,0.76,14,5,9,0.46,114,5,2,12,True,Home,1.6,0.33,0.57,5.0,0.0,0.85,8,9,0,2,6,69,67,3,0,2022-2023,RB Leipzig,0.73,-0.4500000000000002,3.0,2.4,,,0.21428571428571427,0.08788126361655772,67,6,1568.6439990071271,1651.545147110442
648,70,1,4,0.96,315,0.71,10,2,8,0.37,91,5,1,13,False,Away,0.8,0.92,0.47,12.0,5.0,0.83,10,6,-3,0,6,62,70,4,1,2022-2023,Mainz,0.040000000000000036,-0.378,,,4.0,1.4,0.1,0.07600732600732601,62,10,1537.867637127469,1504.3320768217843
648,62,4,1,3.94,577,0.88,21,9,12,0.63,105,7,2,9,True,Home,2.2,0.56,0.5,7.0,2.0,0.83,12,3,5,2,6,62,70,4,1,2022-2023,Hoffenheim,0.06000000000000005,0.2419999999999999,2.0,1.8,,,0.19047619047619047,0.20227743271221535,70,1,1504.3320768217843,1537.867637127469
649,71,1,0,1.13,292,0.74,6,3,3,0.4,95,5,2,13,True,Away,0.6,0.93,0.48,9.0,3.0,0.78,5,14,-5,2,6,65,71,0,1,2022-2023,Wolfsburg,-0.1299999999999999,-0.08800000000000008,,,1.0,0.6,0.16666666666666666,0.07521367521367521,65,7,1472.7252948214546,1527.1509348252484
649,65,0,1,0.93,520,0.83,11,0,11,0.6,76,10,3,16,False,Home,2.0,3.8,0.43,14.0,9.0,0.84,8,9,-1,0,6,65,71,0,1,2022-2023,Eintracht Frankfurt,-0.93,0.364,1.0,1.8,,,0.0,0.1842135642135642,71,4,1527.1509348252484,1472.7252948214546
650,72,2,2,1.78,461,0.8,11,5,6,0.54,93,5,1,16,False,Away,1.6,1.08,0.48,15.0,6.0,0.86,4,17,-3,0,6,60,72,2,2,2022-2023,Bayer Leverkusen,0.21999999999999997,-0.37999999999999984,,,3.0,2.2,0.18181818181818182,0.12107660455486544,60,5,1553.7194407200916,1417.1992954438842
650,60,2,2,2.48,309,0.77,17,6,11,0.46,108,3,1,15,False,Home,1.0,2.14,0.53,16.0,6.0,0.83,5,14,-2,0,6,60,72,2,2,2022-2023,Hertha Berlin,-0.48,-0.46800000000000025,1.0,0.8,,,0.11764705882352941,0.06540404040404042,72,5,1417.1992954438842,1553.7194407200916
651,75,1,3,0.86,379,0.71,10,2,8,0.52,94,8,2,16,False,Away,0.6,1.36,0.51,19.0,6.0,0.69,0,18,-14,0,6,56,75,3,1,2022-2023,Bochum,0.14,-0.7820000000000003,,,1.0,1.6,0.1,0.048863636363636345,56,0,1434.0367655483797,1313.1351867010735
651,56,3,1,1.89,316,0.74,20,8,12,0.48,94,3,1,12,True,Home,1.4,1.81,0.52,13.0,5.0,0.78,6,12,-5,2,6,56,75,3,1,2022-2023,Schalke,1.11,-0.334,2.0,1.8,,,0.15,0.09395604395604397,75,0,1313.1351867010735,1434.0367655483797
652,63,1,0,1.42,361,0.76,12,3,9,0.47,108,8,1,12,True,Away,2.0,0.55,0.34,10.0,3.0,0.6,14,1,9,2,6,61,63,0,1,2022-2023,Union Berlin,-0.41999999999999993,1.4120000000000004,,,4.0,3.2,0.08333333333333333,0.21047619047619043,61,10,1604.724347627917,1535.3756199986346
652,61,0,1,0.7,414,0.81,7,2,5,0.53,107,7,1,15,False,Home,1.4,2.42,0.52,18.0,5.0,0.8,9,7,3,0,6,61,63,0,1,2022-2023,Cologne,-0.7,0.06600000000000006,3.0,1.8,,,0.0,0.12854700854700857,63,1,1535.3756199986346,1604.724347627917
653,68,0,0,1.15,540,0.87,14,5,9,0.58,73,6,3,6,False,Away,0.8,1.77,0.53,13.0,3.0,0.83,9,7,2,0,6,58,68,0,0,2022-2023,Borussia Mönchengladbach,-1.15,-0.3959999999999999,,,1.0,1.8,0.0,0.11857142857142858,58,5,1519.0257831524302,1571.248798112379
653,58,0,0,1.08,400,0.79,13,8,5,0.42,75,7,3,13,False,Home,1.2,1.91,0.52,5.0,3.0,0.84,13,2,5,0,6,58,68,0,0,2022-2023,Freiburg,-1.08,-0.0659999999999997,2.0,1.8,,,0.0,0.2039703425229741,68,5,1571.248798112379,1519.0257831524302
654,60,1,1,0.43,333,0.7,4,2,2,0.48,89,3,2,10,False,Away,1.0,2.48,0.46,17.0,6.0,0.77,6,13,-2,0,7,70,60,1,1,2022-2023,Hertha Berlin,0.5700000000000001,-0.6520000000000002,,,2.0,1.2,0.25,0.06671122994652408,70,2,1421.6859640461937,1524.7129436645089
654,70,1,1,0.78,446,0.7,13,2,11,0.52,92,4,4,12,False,Home,1.0,0.96,0.37,10.0,2.0,0.71,11,7,-3,0,7,70,60,1,1,2022-2023,Mainz,0.21999999999999997,-0.45600000000000007,1.0,1.0,,,0.07692307692307693,0.06523809523809525,60,8,1524.7129436645089,1421.6859640461937
655,56,0,1,0.11,287,0.67,3,0,3,0.38,80,2,3,14,False,Away,1.0,1.89,0.48,20.0,8.0,0.74,6,13,-6,0,7,67,56,1,0,2022-2023,Schalke,-0.11,-0.202,,,0.0,0.8,0.0,0.09062271062271063,67,0,1329.1502103137313,1636.7349731383842
655,67,1,0,2.94,562,0.83,19,7,12,0.62,102,11,3,12,True,Home,1.0,0.69,0.54,4.0,0.0,0.83,15,2,2,2,7,67,56,1,0,2022-2023,Borussia Dortmund,-1.94,-0.21000000000000002,3.0,1.8,,,0.05263157894736842,0.13833333333333334,56,3,1636.7349731383842,1329.1502103137313
656,65,3,1,1.51,402,0.77,13,8,5,0.44,90,4,1,11,True,Away,2.4,0.93,0.6,11.0,0.0,0.83,11,7,1,2,7,57,65,1,3,2022-2023,Eintracht Frankfurt,1.49,0.3,,,1.0,1.4,0.23076923076923078,0.16199134199134196,57,6,1513.2863665269517,1451.7387530120639
656,57,1,3,1.2,508,0.81,15,2,13,0.56,125,7,4,9,False,Home,0.8,1.44,0.37,8.0,3.0,0.75,5,15,-3,0,7,57,65,1,3,2022-2023,VfB Stuttgart,-0.19999999999999996,-0.31199999999999994,1.0,1.0,,,0.06666666666666667,0.09395604395604397,65,3,1451.7387530120639,1513.2863665269517
657,59,1,1,1.88,423,0.83,19,7,12,0.46,94,6,2,14,False,Away,1.8,1.88,0.6,12.0,7.0,0.81,9,10,1,0,7,72,59,1,1,2022-2023,Werder Bremen,-0.8799999999999999,0.344,,,2.0,1.6,0.05263157894736842,0.2078571428571429,72,2,1388.83225807416,1549.2327721177821
657,72,1,1,1.98,476,0.85,19,7,12,0.54,114,9,1,5,False,Home,1.6,1.78,0.54,11.0,5.0,0.8,5,15,-3,0,7,72,59,1,1,2022-2023,Bayer Leverkusen,-0.98,-0.04599999999999986,2.0,1.4,,,0.05263157894736842,0.15744024091850178,59,2,1549.2327721177821,1388.83225807416
658,55,0,1,2.51,654,0.83,21,7,14,0.66,120,8,1,9,False,Away,2.2,1.96,0.63,18.0,7.0,0.89,12,5,13,0,7,64,55,1,0,2022-2023,Bayern Munich,-2.51,0.376,,,2.0,3.4,0.0,0.11776334776334776,64,9,1699.1088359314763,1426.6425258923903
658,64,1,0,1.52,167,0.51,9,4,5,0.34,89,2,2,16,True,Home,0.6,1.41,0.4,14.0,5.0,0.5,9,10,-5,3,7,64,55,1,0,2022-2023,Augsburg,-0.52,0.15399999999999997,1.0,0.8,,,0.1111111111111111,0.11428571428571428,55,3,1426.6425258923903,1699.1088359314763
659,69,0,3,1.27,508,0.85,13,6,7,0.53,86,3,2,14,False,Away,1.2,2.27,0.46,14.0,5.0,0.76,8,12,-3,0,7,68,69,3,0,2022-2023,RB Leipzig,-1.27,-0.08800000000000022,,,0.0,0.8,0.0,0.12333099906629319,68,6,1583.454172979185,1520.8160399854082
659,68,3,0,3.24,420,0.82,21,10,11,0.47,111,8,0,14,True,Home,1.0,1.15,0.58,14.0,5.0,0.87,12,5,5,2,7,68,69,3,0,2022-2023,Borussia Mönchengladbach,-0.2400000000000002,-0.8299999999999998,4.0,2.4,,,0.14285714285714285,0.08523809523809525,69,3,1520.8160399854082,1583.454172979185
660,71,0,2,0.23,478,0.84,5,0,5,0.5,89,1,0,6,False,Away,0.6,1.13,0.4,6.0,3.0,0.74,5,15,-7,0,7,63,71,2,0,2022-2023,Wolfsburg,-0.23,-0.30400000000000005,,,2.0,0.6,0.0,0.07777777777777777,63,7,1486.5898631197513,1614.360437742411
660,63,2,0,1.53,434,0.82,16,4,12,0.5,85,4,2,18,True,Home,2.4,1.42,0.47,12.0,3.0,0.76,17,1,11,3,7,63,71,2,0,2022-2023,Union Berlin,0.47,1.0180000000000002,3.0,2.0,,,0.125,0.1938095238095238,71,4,1614.360437742411,1486.5898631197513
661,61,1,1,1.48,526,0.85,18,3,15,0.62,121,8,3,8,False,Away,1.2,0.7,0.53,7.0,2.0,0.81,10,9,3,0,7,75,61,1,1,2022-2023,Cologne,-0.48,0.2500000000000001,,,2.0,2.4,0.05555555555555555,0.10854700854700856,75,4,1525.7395298841407,1418.0217419357218
661,75,1,1,0.27,281,0.7,7,0,7,0.38,101,4,1,12,False,Home,0.4,0.86,0.52,10.0,2.0,0.71,1,18,-14,0,7,75,61,1,1,2022-2023,Bochum,0.73,-0.792,1.0,0.6,,,0.14285714285714285,0.05636363636363635,61,1,1418.0217419357218,1525.7395298841407
662,58,0,0,0.81,467,0.83,14,4,10,0.48,75,3,2,9,False,Away,1.0,1.08,0.42,13.0,8.0,0.79,14,3,5,0,7,62,58,0,0,2022-2023,Freiburg,-0.81,-0.8499999999999996,,,4.0,2.6,0.0,0.16186507936507938,62,7,1569.458541279401,1517.4867702847444
662,62,0,0,1.01,452,0.84,10,3,7,0.52,88,5,4,15,False,Home,1.6,3.94,0.63,21.0,9.0,0.88,13,4,5,0,7,62,58,0,0,2022-2023,Hoffenheim,-1.01,0.08799999999999993,3.0,2.6,,,0.0,0.14037267080745344,58,4,1517.4867702847444,1569.458541279401
663,72,0,4,0.7,400,0.85,10,5,5,0.4,89,2,0,6,False,Away,1.6,1.98,0.54,19.0,7.0,0.85,5,16,-7,0,8,55,72,4,0,2022-2023,Bayer Leverkusen,-0.7,0.07000000000000015,,,3.0,2.6,0.0,0.15927090453406245,55,1,1544.055442210568,1679.247362034253
663,55,4,0,2.47,638,0.89,20,10,10,0.6,98,6,0,10,True,Home,1.6,2.51,0.66,21.0,7.0,0.83,15,3,17,2,8,55,72,4,0,2022-2023,Bayern Munich,1.5299999999999998,-0.2059999999999999,2.0,2.0,,,0.2,0.10109668109668109,72,10,1679.247362034253,1544.055442210568
664,57,2,3,2.23,326,0.8,15,7,8,0.45,104,5,0,14,False,Away,1.2,1.2,0.56,15.0,2.0,0.81,5,16,-4,0,8,71,57,3,2,2022-2023,VfB Stuttgart,-0.22999999999999998,-0.42399999999999993,,,0.0,1.2,0.13333333333333333,0.07871794871794872,71,4,1441.8425711794973,1478.814162693601
664,71,3,2,2.98,417,0.84,20,7,13,0.55,91,8,1,16,True,Home,1.2,0.23,0.5,5.0,0.0,0.84,8,13,-6,2,8,71,57,3,2,2022-2023,Wolfsburg,0.020000000000000018,-0.22800000000000006,1.0,2.2,,,0.15,0.07777777777777777,57,7,1478.814162693601,1441.8425711794973
665,63,0,2,1.07,475,0.81,14,5,9,0.49,94,7,2,11,False,Away,2.0,1.53,0.5,16.0,4.0,0.82,17,1,9,0,8,65,63,2,0,2022-2023,Union Berlin,-1.07,1.1940000000000004,,,4.0,2.6,0.0,0.2188095238095238,65,4,1622.1361381685613,1523.1825483595183
665,65,2,0,1.3,444,0.82,14,4,10,0.36,124,4,0,4,True,Home,2.6,1.51,0.44,13.0,8.0,0.77,14,5,3,3,8,65,63,2,0,2022-2023,Eintracht Frankfurt,0.7,0.772,1.0,1.4,,,0.14285714285714285,0.18996336996336996,63,7,1523.1825483595183,1622.1361381685613
666,67,2,3,2.47,485,0.84,21,8,13,0.53,105,11,3,10,False,Away,1.0,2.94,0.62,19.0,7.0,0.83,15,3,1,0,8,61,67,3,2,2022-2023,Borussia Dortmund,-0.4700000000000002,-0.914,,,3.0,1.6,0.09523809523809523,0.111359649122807,61,5,1640.2261979640518,1522.133883899972
666,61,3,2,2.02,346,0.78,20,10,10,0.47,92,7,9,14,True,Home,1.6,1.48,0.62,18.0,3.0,0.85,13,7,4,2,8,61,67,3,2,2022-2023,Cologne,0.98,0.09200000000000008,2.0,1.2,,,0.15,0.08888888888888889,67,5,1522.133883899972,1640.2261979640518
667,70,1,2,2.18,407,0.74,17,7,10,0.49,108,5,2,15,False,Away,0.8,0.78,0.52,13.0,2.0,0.7,11,11,-4,0,8,58,70,2,1,2022-2023,Mainz,-1.1800000000000002,-0.27999999999999997,,,4.0,1.6,0.058823529411764705,0.08062271062271063,58,8,1521.255276676018,1567.6767698801668
667,58,2,1,2.12,466,0.78,13,6,7,0.51,99,5,0,9,True,Home,1.2,0.81,0.48,14.0,4.0,0.83,17,1,6,2,8,58,70,2,1,2022-2023,Freiburg,-0.1200000000000001,-0.9239999999999997,1.0,1.2,,,0.15384615384615385,0.14936507936507937,70,2,1567.6767698801668,1521.255276676018
668,75,0,4,0.1,291,0.76,2,1,1,0.32,90,2,0,8,False,Away,0.4,0.27,0.38,7.0,0.0,0.7,1,18,-18,0,8,69,75,4,0,2022-2023,Bochum,-0.1,-0.6460000000000001,,,1.0,1.8,0.0,0.04857142857142855,69,0,1421.6273879198905,1569.3138674968275
668,69,4,0,4.34,737,0.91,17,9,8,0.68,96,7,2,8,True,Home,1.8,1.27,0.53,13.0,6.0,0.85,11,11,1,2,8,69,75,4,0,2022-2023,RB Leipzig,-0.33999999999999986,-0.5640000000000003,3.0,2.4,,,0.23529411764705882,0.07888655462184875,75,6,1569.3138674968275,1421.6273879198905
669,68,1,5,2.09,499,0.86,13,8,5,0.53,94,5,3,8,False,Away,1.0,3.24,0.47,21.0,10.0,0.82,12,8,1,0,8,59,68,5,1,2022-2023,Borussia Mönchengladbach,-1.0899999999999999,-0.9739999999999999,,,0.0,1.4,0.07692307692307693,0.08523809523809524,59,6,1534.9563454677657,1394.0095879813744
669,59,5,1,3.01,439,0.83,14,8,6,0.47,86,4,0,8,True,Home,2.2,1.88,0.46,19.0,7.0,0.83,12,8,5,2,8,59,68,5,1,2022-2023,Werder Bremen,1.9900000000000002,-0.05799999999999996,0.0,1.4,,,0.35714285714285715,0.13838345864661655,68,0,1394.0095879813744,1534.9563454677657
670,62,1,1,2.13,414,0.85,16,4,12,0.53,100,6,4,15,False,Away,1.2,1.01,0.52,10.0,3.0,0.84,14,5,5,0,8,60,62,1,1,2022-2023,Hoffenheim,-1.13,-0.19600000000000012,,,1.0,1.4,0.0625,0.11428571428571428,60,9,1519.2685416839786,1425.1436310346846
670,60,1,1,0.86,298,0.81,13,5,8,0.47,97,2,1,5,False,Home,1.2,0.43,0.48,4.0,2.0,0.7,7,14,-2,0,8,60,62,1,1,2022-2023,Hertha Berlin,0.14,-0.3420000000000002,0.0,0.8,,,0.07692307692307693,0.0985294117647059,62,3,1425.1436310346846,1519.2685416839786
671,64,3,2,0.88,258,0.63,11,5,6,0.49,118,4,0,10,True,Away,1.0,1.52,0.34,9.0,4.0,0.51,12,8,-4,4,8,56,64,2,3,2022-2023,Augsburg,2.12,-0.26,,,3.0,1.0,0.2727272727272727,0.06984126984126984,56,0,1446.5039997896135,1325.6589854880638
671,56,2,3,2.07,325,0.7,16,5,11,0.51,100,8,3,11,False,Home,1.4,0.11,0.38,3.0,0.0,0.67,6,15,-7,0,8,56,64,2,3,2022-2023,Schalke,-0.06999999999999984,-0.326,2.0,2.2,,,0.125,0.062051282051282054,64,3,1325.6589854880638,1446.5039997896135
672,59,2,1,1.52,426,0.81,8,3,5,0.5,85,3,3,18,True,Away,2.0,3.01,0.47,14.0,8.0,0.83,15,5,6,3,9,62,59,1,2,2022-2023,Werder Bremen,0.48,-0.003999999999999915,,,2.0,1.6,0.25,0.16695488721804513,62,1,1410.6271428515424,1516.0948485196268
672,62,1,2,1.36,357,0.82,16,7,9,0.5,96,3,6,12,False,Home,1.2,2.13,0.53,16.0,4.0,0.85,14,7,4,0,9,62,59,1,2,2022-2023,Hoffenheim,-0.3600000000000001,-0.7740000000000001,3.0,2.0,,,0.0625,0.06011904761904764,59,4,1516.0948485196268,1410.6271428515424
673,71,1,1,2.76,287,0.76,12,7,5,0.5,102,5,2,11,False,Away,1.4,2.98,0.55,20.0,7.0,0.84,9,13,-6,0,9,64,71,1,1,2022-2023,Wolfsburg,-1.7599999999999998,0.017999999999999943,,,2.0,0.4,0.08333333333333333,0.10777777777777778,64,7,1489.542007368072,1454.4907112335009
673,64,1,1,1.66,276,0.7,18,5,13,0.5,79,11,2,19,False,Home,1.2,0.88,0.49,11.0,5.0,0.63,13,9,-4,0,9,64,71,1,1,2022-2023,Augsburg,-0.6599999999999999,0.009999999999999964,2.0,0.8,,,0.05555555555555555,0.09105339105339105,71,4,1454.4907112335009,1489.542007368072
674,65,0,3,0.71,374,0.74,11,2,9,0.54,103,4,1,10,False,Away,1.8,1.3,0.36,14.0,4.0,0.82,14,7,0,0,9,75,65,3,0,2022-2023,Eintracht Frankfurt,-0.71,0.8240000000000001,,,2.0,2.0,0.0,0.1985347985347985,75,3,1538.5107747476243,1414.4417631363385
674,75,3,0,0.64,293,0.68,11,6,5,0.46,121,9,2,12,True,Home,1.0,0.1,0.32,2.0,1.0,0.76,4,18,-15,2,9,75,65,3,0,2022-2023,Bochum,2.36,-0.5080000000000001,1.0,0.8,,,0.2727272727272727,0.04857142857142855,65,3,1414.4417631363385,1538.5107747476243
675,69,1,1,1.8,607,0.86,12,3,9,0.62,116,2,3,12,False,Away,1.6,4.34,0.68,17.0,9.0,0.91,12,11,1,0,9,70,69,1,1,2022-2023,RB Leipzig,-0.8,-0.6180000000000001,,,0.0,0.6,0.08333333333333333,0.1134453781512605,70,6,1576.4994922803794,1510.849144880439
675,70,1,1,0.68,333,0.72,9,3,6,0.38,93,4,4,12,False,Home,1.0,2.18,0.49,17.0,7.0,0.74,12,11,-4,0,9,70,69,1,1,2022-2023,Mainz,0.31999999999999995,-0.5599999999999999,1.0,1.2,,,0.1111111111111111,0.06381598793363501,69,6,1510.849144880439,1576.4994922803794
676,56,0,4,0.19,360,0.8,2,1,1,0.43,80,3,2,17,False,Away,1.2,2.07,0.51,16.0,5.0,0.7,6,16,-11,0,9,72,56,4,0,2022-2023,Schalke,-0.19,-0.11799999999999995,,,0.0,0.4,0.0,0.08705128205128206,72,0,1317.6722740441764,1536.5025922817476
676,72,4,0,1.48,574,0.88,13,7,6,0.57,115,3,1,9,True,Home,1.8,0.7,0.4,10.0,5.0,0.85,8,14,-3,2,9,72,56,4,0,2022-2023,Bayer Leverkusen,2.52,0.14200000000000018,1.0,1.2,,,0.3076923076923077,0.15927090453406245,56,6,1536.5025922817476,1317.6722740441764
677,55,2,2,1.28,553,0.86,9,3,6,0.53,115,4,2,11,False,Away,1.8,2.47,0.6,20.0,10.0,0.89,16,3,17,0,9,67,55,2,2,2022-2023,Bayern Munich,0.72,-0.678,,,2.0,3.2,0.2222222222222222,0.07746031746031748,67,9,1686.8002119630733,1624.2975726868754
